"Species","Type"
"ANDRMEG","9"
"LEPTLIC","11"
"PHILFON1","9"
"ISOEOCC","5"
"MYURTEN","9"
"MENTDIS","7"
"LYSIMAC","7"
"POHLBUL","9"
"AMBLYSE","9"
"SCORPID","9"
"CLADSCH","11"
"LEPTSAT","11"
"CRYPCAS","5"
"XANTCAM","11"
"KAERMER","11"
"MICRRUF","7"
"SENEHYD","7"
"LEWICOL","7"
"SOLINEM","7"
"GALISPU","7"
"GRIMMON","9"
"LYTHSAL","7"
"RACORYS","9"
"SPHAJEN","9"
"BORAGO","7"
"HEDEHIS","7"
"CALLHER","7"
"HORDEUM","6"
"KOENISL","7"
"LEWIPYG","7"
"DIPLOTA","7"
"VEROHED","7"
"UMBIHAV","11"
"NEPHSIL","11"
"CALAPUR4","6"
"SCHEPAL1","7"
"PALUDEL","9"
"SCHITEN","9"
"AHTIPAL","11"
"CLAYWAS","7"
"CAREATA","6"
"PSEUANO","11"
"RORICUR","7"
"HACKCIL","7"
"VEROFIL","7"
"SPHATUC","11"
"UMBIANG","11"
"PELTGOW","11"
"CASTCUS","7"
"DRABCOR","7"
"UMBILYN","11"
"HELEAUT","7"
"SAELANI","9"
"DREPSOR","9"
"TAYLLIN","9"
"IMPAECO","7"
"ALISGRA","7"
"PANIDIC","6"
"LITHTHO","7"
"GYPSPAN","7"
"TETRADY","7"
"LEPIPER","7"
"FUNARIA","9"
"LAPPOCC","7"
"LUPIARG","7"
"CHENOPD","7"
"POLYMOS","6"
"LICHSTI","11"
"UMBIPHA","11"
"CHENFRE","7"
"ALLIGEY","7"
"CALIABI","11"
"ATRIOBL","7"
"ALOIBIF","9"
"BASSHYS","7"
"CARESYC","6"
"GRIMOVA","9"
"SPARHYP","7"
"DIETCAN","7"
"OLSYDOU2","7"
"FILAVUL","7"
"MELAELE","11"
"SHEPARG","4"
"ERICAME","4"
"ELYMLAN4","6"
"GLYCLEI","7"
"CERAFAL","7"
"LEWICOL1","7"
"ORTHALP","9"
"ELLINYC","7"
"SISYOFF","7"
"ASTRLEN","7"
"HELIUNI1","7"
"CASTHIS1","7"
"MELASUE","11"
"NEMOBRE","7"
"CALYPSO","7"
"SYMPFAL1","7"
"SCHIRIV","9"
"ROBINIA","2"
"ROSAPIS","4"
"PLANTAI","7"
"DITRSCH","9"
"TELLIMA","7"
"CLAOWHI","9"
"PLATRIP","9"
"APOMREV","10"
"PILOCER","11"
"TRICCYL","9"
"MOERHIB","10"
"BOYKINI","7"
"CAMPFRA","9"
"BARTLES","9"
"RANUARC","7"
"PHACOPS","11"
"SCOLOCH","6"
"FUMARIA","7"
"VALERIN","7"
"SCLEROH","6"
"LONIDIO1","4"
"ANDROME","12"
"BOSCHNI","8"
"AVENA","6"
"TETRODO","9"
"DICTYON","11"
"CAPSELL","7"
"SCOLICI","11"
"CAPPARA","7"
"RHIZLEC","11"
"HALENIA","7"
"HETEROD","11"
"APERA","6"
"MENTLAE2","7"
"BIDENS","7"
"OENOVIL","7"
"HORDVUL","6"
"SETAVIR","6"
"AVENFAT","6"
"THINPON","6"
"SCHOAME","6"
"APOCXFL","7"
"BETUPEN","2"
"DULICHI","6"
"JUNCCAN","6"
"CAMPINT","9"
"LOISELE","12"
"HEDYOCC","7"
"SANICUL","7"
"ERIGUNI2","7"
"CARDPRA","7"
"DAPHNE","3"
"OEMLERI","4"
"GLEHNIA","7"
"DENDABI","9"
"RHAPREP","7"
"MALUPUM","2"
"RHABDOW","9"
"ROBIPSE","2"
"CYSTOCO","11"
"CYNOGLA","9"
"NARCISS","7"
"CARDPAR","7"
"MOENCHI","7"
"CYNOGRA","9"
"RHODODE","0"
"LUETKEA","12"
"MENYANT","7"
"NEPHROP","7"
"ASARUM","7"
"DESCCES1","6"
"CROCMUL","7"
"HONKENY","7"
"PENSOVA","7"
"GYMNOMI","10"
"ELLIOTT","4"
"SCROCAL","7"
"PINGUIC","7"
"WOODFIM","5"
"TRITOMA","10"
"PRUNELL","7"
"GRINDEL","7"
"PAXISTI","3"
"NOTHOCH","7"
"CAREJON","6"
"LATHSYL","7"
"ANTEHOW1","7"
"AIRA","6"
"PRIMPAU2","7"
"PYRRCAR","7"
"IPOMAGG2","7"
"BRYULIS","9"
"BRYUPAE","9"
"BLASPUS","10"
"ERYTDEN","7"
"RUBUALL","4"
"MELASUO","11"
"ANEOCAN","7"
"PAPANUD","7"
"OREOSHE","7"
"POHLOBT","9"
"TONINIA","11"
"LUPIBUR","7"
"LUPILEU","7"
"ENCASPA","9"
"HELIPAU1","7"
"LUPIARC1","7"
"ANEOSIB","7"
"ROSAACI1","4"
"PLAGDEM","9"
"FABACEA","0"
"CASSTET2","12"
"GENTIAA","7"
"CAREBAC","6"
"BOTRASC","5"
"TRICPUM","6"
"MITECAU","7"
"TRITAES","6"
"SISYIDA1","7"
"BISTORT","7"
"ANTHHIR","6"
"CORELAN","7"
"ERIOSTR","7"
"PELLGAS","5"
"LINUBIE","7"
"PACKMAC","7"
"SYMPASC","7"
"GLYCLEP","6"
"PHYSPAR","7"
"CLADCRI2","11"
"SYMPLAN","7"
"ALLICRE","7"
"TORTHUM","9"
"PSORHIM","11"
"SORBSIT2","4"
"GRIMELA","9"
"SYMPLAE1","7"
"PLATHUR","7"
"ROELLIA","9"
"ANEMMUL5","7"
"CERAPUR3","9"
"HYGRMOL","9"
"PREISSI","10"
"EQUIVAR2","5"
"ILIARIV","7"
"CATILLA","11"
"JACOVUL","7"
"LUPINAN","7"
"LINNBOR3","12"
"WARNPSE","9"
"MONOLEP","7"
"HYLOCOI","9"
"LIMNANT","7"
"FLAVOPU","11"
"MELAAGN","11"
"SYMPSPA2","7"
"HYPOTUB","11"
"ULOTMEG","9"
"BRYUGEM","9"
"RUDBHIR","7"
"JUNCLON","6"
"ASTRLAX","7"
"MYCOAFF","11"
"LOMAFOE","7"
"GRATNEG","7"
"HAEMATO","11"
"VULPICI","11"
"RHIZCHR","11"
"GERAPUS","7"
"OXYRIA","7"
"ANEURA","10"
"CARECOM","6"
"METANEC","9"
"LEPICAM","7"
"LICHENO","11"
"CARESPR","6"
"PETRORH","7"
"CLADARB1","11"
"ACAROSO","11"
"CROSSID","9"
"HEPPLUT","11"
"CANDELA","11"
"LECANIA","11"
"LEPTTER","11"
"COLLCOC","11"
"CHAEDOU1","7"
"TORTCER","9"
"COLLCRI","11"
"ASPARAG","7"
"SARRPUR","7"
"HERZOGI","9"
"WARNTUN","9"
"PEDIMAC","7"
"ERIOOVA3","7"
"ARALIA","7"
"PLEUROA","10"
"SELIGER","9"
"CLADCOI","11"
"STERINT","11"
"THAMNEC","9"
"CAMPPER","7"
"VULPMIC2","6"
"BROTCAN","9"
"ANDRALP","9"
"NARCPSE","7"
"LAPSCOM","7"
"EPIPHEL","7"
"HEMIMIN","7"
"CONIMAC","7"
"PERSLAP","7"
"KRIGVIR","7"
"MOERCKI","10"
"TUCKORB","11"
"CLADNOV","11"
"STERDEP","11"
"APOCYNA","7"
"THROEPI","11"
"XYLOVIT","11"
"SCHIPEN","9"
"HYGRSMI","9"
"POHLPRO","9"
"PLAGIOR","9"
"FUSCMED","11"
"GRIMTOR","9"
"HACKDEF1","7"
"STEGPIL","9"
"STEGLAT","9"
"VERRVII","11"
"CLEVHYA","10"
"RHIZRIP","11"
"LOPAPEZ","11"
"MELASUU","11"
"LOBOALP","11"
"BUELTRI","11"
"AMYGPAN","11"
"GEUMMAC1","7"
"CAREPAL","6"
"FELLHAN","11"
"SPHAAON","9"
"XANTHIU","7"
"SCLECES","9"
"ELEOMAM","6"
"ELEOSUK","6"
"EPIPGIG","7"
"VICIVIL1","7"
"SOLAPHY","7"
"NEPHLAE","11"
"HEUCCYL1","7"
"PRUNVIR4","4"
"AGOSAUR2","7"
"POLEPUL1","7"
"GALEBIF","7"
"USNEHIR","11"
"SYMPFRO","7"
"LOMADIS1","7"
"TONIARO","11"
"SCHAALP","11"
"HERAMAN","7"
"PARMSQU","11"
"CERAPUM","7"
"TEPHROM","11"
"PHASCUM","9"
"CARAARB","7"
"JUNCCON","6"
"PHACHAS1","7"
"ELAEAGA","0"
"BRYUCAO","9"
"RAMASIN","11"
"PHYSSTE","11"
"SMELOWS","7"
"BALSAMI","7"
"CONRORI","7"
"BUDDDAV","4"
"TREMAMB","9"
"DENDROA","9"
"THLASPI","7"
"ERYTBRE","7"
"LECANOA","11"
"LECIFUU","11"
"ASTRPUR2","7"
"ASTRROB1","7"
"AQUIFOR2","7"
"PLATYDI","9"
"POLYDEN","11"
"ARBUTUS","2"
"HYPEAND","7"
"ORTHBRA","7"
"SYMPALB1","4"
"PLANMED","7"
"DIGISAN","6"
"PANNLEC","11"
"HYMEREC","9"
"ANCHOFF","7"
"GILIA","7"
"PSEUDOC","9"
"LEPTBUN1","11"
"VACCHIS1","7"
"VIOLPRA","7"
"AMSILYC","7"
"OENOTHE","7"
"TRIFBIF","7"
"PLAGGRA","10"
"CORYCOR5","4"
